product_id,product_title,rating,total_reviews,price,top_reviews
itm6004bab89cbe8,,4.4,N/A,₹389,"5 😘It is very big & super👍👍👍 READ MORE Swetha Swe Nov, 2018 191 79 Permalink Report Abuse Certified Buyer , Chennai || 5 Totally satisfied with the product... Thank you Flipkart... READ MORE Sayali Waghmare Dec, 2021 11 1 Permalink Report Abuse Certified Buyer , Nagpur"
